Lat,Lng
17.601669353724,78.126609104148
17.601669353724,78.126609104148
17.601669353724,78.126609104148
17.601676534469,78.126608959974
17.601676534469,78.126608959974
17.601676534469,78.126608959974
17.601683767091,78.126608820262
17.601683767091,78.126608820262
17.601683767091,78.126608820262
17.601691038082,78.126608687794
17.601691038082,78.126608687794
17.601691038082,78.126608687794
17.601691038082,78.126608687794
17.601698370482,78.126608607732
17.601698370482,78.126608607732
17.601698370482,78.126608607732
17.601705787903,78.126608581949
17.601705787903,78.126608581949
17.601705787903,78.126608581949
17.601713296042,78.126608624378
17.601713296042,78.126608624378
17.601713296042,78.126608624378
17.601713296042,78.126608624378
17.601720878282,78.126608677582
17.601720878282,78.126608677582
17.601720878282,78.126608677582
17.601728541102,78.126608726417
17.601728541102,78.126608726417
17.601728541102,78.126608726417
17.601736269794,78.126608733164
17.601736269794,78.126608733164
17.601736269794,78.126608733164
17.601736269794,78.126608733164
17.601744062263,78.126608752965
17.601744062263,78.126608752965
17.601744062263,78.126608752965
17.601751891193,78.126608745803
17.601751891193,78.126608745803
17.601751891193,78.126608745803
17.601759800767,78.126608709312
17.601759800767,78.126608709312
17.601759800767,78.126608709312
17.601759800767,78.126608709312
17.601767793669,78.126608711935
17.601767793669,78.126608711935
17.601767793669,78.126608711935
17.601775856063,78.126608729985
17.601775856063,78.126608729985
17.601775856063,78.126608729985
17.601783991052,78.126608764056
17.601783991052,78.126608764056
17.601783991052,78.126608764056
17.601783991052,78.126608764056
17.601792180302,78.126608743178
17.601792180302,78.126608743178
17.601792180302,78.126608743178
17.601800430049,78.126608738436
17.601800430049,78.126608738436
17.601800430049,78.126608738436
17.601808759575,78.126608692613
17.601808759575,78.126608692613
17.601808759575,78.126608692613
17.601808759575,78.126608692613
17.6018171665,78.126608596303
17.6018171665,78.126608596303
17.6018171665,78.126608596303
17.601825664435,78.126608537183
17.601825664435,78.126608537183
17.601825664435,78.126608537183
17.60183425183,78.126608414359
17.60183425183,78.126608414359
17.60183425183,78.126608414359
17.601842872685,78.126608185582
17.601842872685,78.126608185582
17.601842872685,78.126608185582
17.601851532123,78.126607897462
17.601851532123,78.126607897462
17.601851532123,78.126607897462
17.601851532123,78.126607897462
17.601860274152,78.126607605134
17.601860274152,78.126607605134
17.601860274152,78.126607605134
17.601869112328,78.126607234892
17.601869112328,78.126607234892
17.601869112328,78.126607234892
17.601877999514,78.126606762719
17.601877999514,78.126606762719
17.601877999514,78.126606762719
17.601877999514,78.126606762719
17.601886952316,78.126606321147
17.601886952316,78.126606321147
17.601886952316,78.126606321147
17.601895909576,78.126605938903
17.601895909576,78.126605938903
17.601895909576,78.126605938903
17.601904861149,78.126605558501
17.601904861149,78.126605558501
17.601904861149,78.126605558501
17.601904861149,78.126605558501
17.60191379167,78.12660517959
17.60191379167,78.12660517959
17.60191379167,78.12660517959
17.601922634121,78.12660483381
17.601922634121,78.12660483381
17.601922634121,78.12660483381
17.601931329235,78.126604429543
17.601931329235,78.126604429543
17.601931329235,78.126604429543
17.601939868944,78.126604043165
17.601939868944,78.126604043165
17.601939868944,78.126604043165
17.601948268953,78.126603703958
17.601948268953,78.126603703958
17.601948268953,78.126603703958
17.601948268953,78.126603703958
17.601956553773,78.126603344053
17.601956553773,78.126603344053
17.601956553773,78.126603344053
17.601964701467,78.126602985324
17.601964701467,78.126602985324
17.601964701467,78.126602985324
17.601972663302,78.126602658594
